gxyName	alenRank	math_initial_theta	pitch_angle	math_initial_radius	relative_theta_start	relative_theta_end	r_start	r_end	used2rev	failed2rev	hasUndefinedEndpoints	arc_length	num_pixels	err_per_len	err_per_pixel	mean_intensity	brt_ratio_score	anovaF_score	clusOutputColor
1237654880741294238	1	7.148239	5.541208	67.106779	0.000000	2.132194	54.567056	67.106779	0	0	0	129.862379	2083.000000	593.452173	36.998133	0.647240	1.120402	281.885312	[0.5_1_0]
1237654880741294238	2	6.789159	31.239721	140.270681	0.000000	1.011578	75.942884	140.270681	0	0	0	124.036504	2059.000000	280.311222	16.886267	0.384064	1.238937	585.350526	[0.5_0_1]
1237654880741294238	3	4.893468	-15.912160	47.188631	0.000000	1.854389	47.188631	80.063104	0	0	0	119.908351	1623.000000	505.769200	37.366575	0.588690	1.090823	69.443060	[0.2_0_1]
1237654880741294238	4	9.876614	30.630686	124.503127	0.000000	1.082525	65.584852	124.503127	0	0	0	115.638869	2416.000000	643.177613	30.784906	0.469031	1.199214	540.706602	[1_0.6_0]
1237654880741294238	5	9.428763	-13.991250	120.492920	0.000000	0.551768	120.492920	138.251250	0	0	0	73.450209	802.000000	88.227858	8.080243	0.329318	1.379293	1066.443075	[1_0_0]
1237654880741294238	6	7.814516	-10.541747	87.850545	0.000000	0.543498	87.850545	97.200724	0	0	0	51.107305	744.000000	232.946535	16.001707	0.278889	1.046754	7.010772	[0_1_0.1]
1237654880741294238	7	9.648382	23.543278	65.672358	0.000000	0.846036	45.424467	65.672358	0	0	0	50.690485	512.000000	92.529511	9.160871	0.640342	1.047637	21.779008	[0.2_1_0]
1237654880741294238	8	8.701031	-41.636787	84.699322	0.000000	0.339655	84.699322	114.555329	0	0	0	44.936375	837.000000	619.816202	33.276336	0.324770	1.358489	829.374794	[1_0.9_0]
1237654880741294238	9	11.459678	-7.284589	105.015558	0.000000	0.411966	105.015558	110.694030	0	0	0	44.783671	598.000000	72.654500	5.441029	0.237733	1.254045	399.782424	[0_0.4_1]
1237654880741294238	10	8.760336	-6.679075	77.347657	0.000000	0.552156	77.347657	82.514111	0	0	0	44.420449	427.000000	89.223773	9.281874	0.377332	1.131166	70.048177	[0.8_1_0]
1237654880741294238	11	6.511700	-11.635761	128.169909	0.000000	0.288981	128.169909	136.028445	0	0	0	38.963580	397.000000	52.450472	5.147754	0.324788	1.490861	503.775870	[1_0_0.3]
1237654880741294238	12	6.104774	27.572250	127.408088	0.000000	0.273679	110.441716	127.408088	0	0	0	36.654979	379.000000	32.312394	3.125093	0.217395	1.158340	354.908603	[1_0_0.6]
1237654880741294238	13	10.938062	41.024084	106.695373	0.000000	0.251813	85.703561	106.695373	0	0	0	31.981371	201.000000	20.094179	3.197211	0.298775	1.054739	3.755180	[0_1_0.4]
1237654880741294238	14	10.967230	40.464826	112.400042	0.000000	0.231081	92.291095	112.400042	0	0	0	30.985412	168.000000	8.063163	1.487145	0.259640	1.283260	82.060334	[0_1_0.7]
1237654880741294238	15	11.538893	51.058115	91.804895	0.000000	0.223901	69.588359	91.804895	0	0	0	28.563894	316.000000	165.554126	14.964780	0.378811	0.968417	3.321916	[0_0.7_1]
1237654880741294238	16	11.953047	-49.200411	73.509325	0.000000	0.218509	73.509325	94.685572	0	0	0	27.973915	394.000000	295.962096	21.013245	0.361360	1.067842	12.147642	[0_0.1_1]
1237654880741294238	17	8.624065	-11.334196	154.072417	0.000000	0.150287	154.072417	158.784232	0	0	0	23.974878	299.000000	28.123603	2.255050	0.116367	2.014685	238.467665	[1_0.3_0]
1237654880741294238	18	6.722981	-39.693384	105.654663	0.000000	0.143139	105.654663	118.983478	0	0	0	20.869349	199.000000	71.195757	7.466378	0.349816	1.060167	66.866348	[0.8_0_1]
1237654880741294238	19	12.109229	-8.573390	119.348042	0.000000	0.141386	119.348042	121.919305	0	0	0	17.247988	372.000000	335.221624	15.542738	0.247719	1.140759	271.443782	[1_0_0.9]
1237654880741294238	20	11.100018	-13.505588	73.053663	0.000000	0.208052	73.053663	76.796923	0	0	0	16.028332	229.000000	169.582525	11.869541	0.499076	1.055550	14.126900	[0_1_1]
